id,State,source,Agricultural_2018,Non_Agricultural_2018,Agricultural_2017,Non_Agricultural_2017,Agricultural_2016,Non_Agricultural_2016,Agricultural_2015,Non_Agricultural_2015,Agricultural_2014,Non_Agricultural_2014,Agricultural_2013,Non_Agricultural_2013,Agricultural_2012,Non_Agricultural_2012,Agricultural_2011,Non_Agricultural_2011,Agricultural_2010,Non_Agricultural_2010,source_ab,target_ab
203,Meghalaya,Chandigarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CN,ML
204,Mizoram,Chandigarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CN,MZ
205,Nagaland,Chandigarh,0,0,78895500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CN,NL
206,Odisha,Chandigarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29139000,0,CN,OD
207,Puducherry,Chandigarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CN,PD
208,Punjab,Chandigarh,0,49187152,0,35685698,0,0,0,80175700,0,254009899,0,432468711,0,357039148,0,0,0,150871636,CN,PN
209,Rajasthan,Chandigarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CN,RJ
210,Sikkim,Chandigarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CN,SK
211,Tamil Nadu,Chandigarh,0,0,78627300,0,37008400,0,0,0,72742425,0,0,0,0,0,0,0,0,0,CN,TN
212,Telangana,Chandigarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CN,TE
213,Tripura,Chandigarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CN,TR
214,Uttar Pradesh,Chandigarh,114822600,87604507,94038750,71371397,38095200,0,36473400,80420032,70649550,615622415,67133550,430727686,0,286132290,0,102810698,0,132228464,CN,UP
215,Uttarakhand,Chandigarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CN,UR
216,West Bengal,Chandigarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CN,WB
217,Andaman & Nicobar Islands,Chattisgarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CH,AN
218,Andhra Pradesh,Chattisgarh,14751134390,77983619395,15111813930,97637748604,14956263675,46139657263,12606635138,76284033928,20501571261,1.13987E+11,11017777033,1.01438E+11,7932295456,80554851313,6733965975,88303697553,23613525,79524530994,CH,AP
219,Arunachal Pradesh,Chattisgarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CH,AR
220,Assam,Chattisgarh,40584500,947650340,138742410,1913840583,986321275,1451350746,905752500,4136262856,1715787112,3253577632,267168000,3331921350,97140150,3401780362,552729625,4158789180,427417600,3759446252,CH,AS
221,Bihar,Chattisgarh,0,18388300979,1393340720,19528889304,6737618030,11843528746,2160867480,15268684658,9288820170,14948430220,4950916520,12981023327,6933784185,11994602349,1970815350,14138838176,3750617250,19588760486,CH,BR
222,Chandigarh,Chattisgarh,0,316973816,0,640546322,0,9061592076,0,7498584012,35404425,2427257196,33699600,1487238182,0,796421618,0,1104999231,0,2131309755,CH,CN
223,Chattisgarh,Chattisgarh,0,2.48254E+11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CH,CH
224,Dadra & Nagar Haveli,Chattisgarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CH,DN
225,Daman & Diu,Chattisgarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CH,DD
226,Delhi,Chattisgarh,0,1528393008,0,1716999157,0,2070634663,0,2547521270,0,3020713542,133895190,3831496618,0,2863748383,3150000,2427695908,0,3434786125,CH,DL
227,Goa,Chattisgarh,39532600,0,241904480,0,526325800,0,0,39581734,135896175,0,195606950,989192322,29039400,0,76175750,0,118048450,22903859,CH,GA
228,Gujarat,Chattisgarh,0,90312890901,0,84992335938,0,76759264614,71594400,1.25758E+11,279266175,98757347161,100491600,53344925239,924868800,62330311225,0,57067939773,695765000,61509514678,CH,GJ
229,Haryana,Chattisgarh,0,5708844128,0,7184017462,0,5343994632,0,9036340894,0,8354743917,0,5395938255,54076600,6550033187,24464700,4183433577,77064900,5910173000,CH,HR
230,Himachal Pradesh,Chattisgarh,41589300,167311660,0,569081048,0,802522849,0,81788289,0,1129311448,0,265951067,84446400,67856064,0,58399847,0,0,CH,HP
231,Jammu & Kashmir,Chattisgarh,0,147468178,0,86205156,0,393690637,36846000,733787537,206492625,2265188482,50245800,1808722949,42190350,588128706,0,744976808,0,1318422156,CH,JK
232,Jharkhand,Chattisgarh,4634636860,43854870597,6604936070,47137610012,6883020730,30900441107,13178791620,63170037234,7954973392,54085110724,6816004525,41808077419,12966581565,32301749826,6744238550,25330538351,859837815,21110134681,CH,JH
233,Karnataka,Chattisgarh,5534523180,6143000256,430325410,6085198315,4608725550,4648367764,6083727240,11059998872,3247530683,8386799526,164487950,7495773699,166286700,8979071321,0,4101565111,0,5870780999,CH,KA
234,Kerala,Chattisgarh,1139296878,624759357,1838180055,526333815,3447560724,693283052,6640184349,1042008358,32214675868,146818482,1144282704,204409448,435187869,294032239,223359012,619757498,2026548251,724271062,CH,KL
235,Lakshadeep,Chattisgarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CH,LD
236,Madhya Pradesh,Chattisgarh,0,1.41559E+11,679703730,95924002370,39879840,77330795025,0,95580028533,0,86928224994,8677900,41037604169,574393200,39582980923,1543713500,34917179654,354106750,34495227027,CH,MP
237,Maharashtra,Chattisgarh,1549228900,2.0118E+11,6235851150,2.02014E+11,10403014050,1.72736E+11,1049955060,1.75259E+11,7492889227,1.30397E+11,6259645040,52162994494,1801077900,57578230079,6841886625,45531935429,7511154700,47392693430,CH,MH
238,Manipur,Chattisgarh,0,0,0,0,0,0,0,0,0,0,0,1879406729,28305750,0,0,0,0,0,CH,MN
239,Meghalaya,Chattisgarh,0,7553076,0,4036285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CH,ML
240,Mizoram,Chattisgarh,0,0,0,0,0,0,0,0,0,0,33396000,0,0,0,0,0,0,0,CH,MZ
241,Nagaland,Chattisgarh,0,0,0,0,0,11948160,0,149845620,212184945,137611680,67095600,123647640,0,186334140,51734550,394941540,24298700,352729080,CH,NL
242,Odisha,Chattisgarh,0,49612132497,0,36644061835,0,43990826395,0,44212715081,70658200,47443507908,3681150,40592463028,228548400,56037534057,0,46670769387,84900850,36230485830,CH,OD
243,Puducherry,Chattisgarh,0,0,0,0,0,0,0,0,0,0,0,68347027,0,0,0,0,25765500,0,CH,PD
244,Punjab,Chattisgarh,0,44554352409,118410300,55035905511,38138100,28412192671,157665000,33112537817,0,18349026395,67580095,11484183269,0,11597375445,0,12316868016,271570300,15609057017,CH,PN
245,Rajasthan,Chattisgarh,0,1.35913E+11,0,1.57745E+11,0,1.18176E+11,0,1.52355E+11,0,1.1205E+11,0,56987269466,0,48652680464,0,45949320969,14764500,40152179787,CH,RJ
246,Sikkim,Chattisgarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CH,SK
247,Tamil Nadu,Chattisgarh,17070851884,14826762882,15111076231,20240468358,14047056752,20996813744,8411063759,30438011405,7990499708,24787900405,3981152390,19541473405,1468266151,23846392341,299241232,20715850164,3999271150,15784667121,CH,TN
248,Telangana,Chattisgarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CH,TE
249,Tripura,Chattisgarh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35511752,CH,TR
250,Uttar Pradesh,Chattisgarh,0,31751589192,0,35532863261,0,19995545030,0,26012294286,47736900,35695870133,0,26864712807,0,23189036064,24547725,17492203691,42180150,21106864581,CH,UP
251,Uttarakhand,Chattisgarh,0,1411229134,0,2432500406,0,1266306989,0,1114541320,0,2001367269,0,2491166751,239245650,2570554953,170321175,2923004900,26547150,5556938467,CH,UR
252,West Bengal,Chattisgarh,2218549730,46163644885,0,39646107615,1213444165,34508308260,6855020810,43701523261,2522201257,44793080897,201692575,35579457251,4418807279,39061736939,1686405800,38579759688,414925605,28961304229,CH,WB
253,Andaman & Nicobar Islands,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,AN
254,Andhra Pradesh,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,AP
255,Arunachal Pradesh,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,AR
256,Assam,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,AS
257,Bihar,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,BR
258,Chandigarh,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,CN
259,Chattisgarh,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,CH
260,Dadra & Nagar Haveli,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,DN
261,Daman & Diu,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,DD
262,Delhi,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,DL
263,Goa,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,GA
264,Gujarat,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,GJ
265,Haryana,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,HR
266,Himachal Pradesh,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,HP
267,Jammu & Kashmir,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,JK
268,Jharkhand,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,JH
269,Karnataka,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,KA
270,Kerala,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,KL
271,Lakshadeep,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,LD
272,Madhya Pradesh,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,MP
273,Maharashtra,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,MH
274,Manipur,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,MN
275,Meghalaya,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,ML
276,Mizoram,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,MZ
277,Nagaland,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,NL
278,Odisha,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,OD
279,Puducherry,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,PD
280,Punjab,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,PN
281,Rajasthan,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,RJ
282,Sikkim,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,SK
283,Tamil Nadu,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,TN
284,Telangana,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,TE
285,Tripura,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,TR
286,Uttar Pradesh,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,UP
287,Uttarakhand,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,UR
288,West Bengal,Dadra & Nagar Haveli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DN,WB
289,Andaman & Nicobar Islands,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,AN
290,Andhra Pradesh,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,AP
291,Arunachal Pradesh,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,AR
292,Assam,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,AS
293,Bihar,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,BR
294,Chandigarh,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,CN
295,Chattisgarh,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,CH
296,Dadra & Nagar Haveli,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,DN
297,Daman & Diu,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,DD
298,Delhi,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,DL
299,Goa,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,GA
300,Gujarat,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,GJ
301,Haryana,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,HR
302,Himachal Pradesh,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,HP
303,Jammu & Kashmir,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,JK
304,Jharkhand,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,JH
305,Karnataka,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,KA
306,Kerala,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,KL
307,Lakshadeep,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,LD
308,Madhya Pradesh,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,MP
309,Maharashtra,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,MH
310,Manipur,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,MN
311,Meghalaya,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,ML
312,Mizoram,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,MZ
313,Nagaland,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,NL
314,Odisha,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,OD
315,Puducherry,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,PD
316,Punjab,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,PN
317,Rajasthan,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,RJ
318,Sikkim,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,SK
319,Tamil Nadu,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,TN
320,Telangana,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,TE
321,Tripura,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,TR
322,Uttar Pradesh,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,UP
323,Uttarakhand,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,UR
324,West Bengal,Daman & Diu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DD,WB
325,Andaman & Nicobar Islands,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,AN
326,Andhra Pradesh,Delhi,0,46614783,0,130592519,0,122777525,0,661062589,0,1118787381,0,1016922781,0,1256327899,0,0,0,733200939,DL,AP
327,Arunachal Pradesh,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,AR
328,Assam,Delhi,2767348607,5185869,4714015226,18599898,5583193461,90536995,2748904726,36589418,2659757763,23643195,3937010707,149241742,5955513365,189379201,682168769,16923647,5042202117,176566411,DL,AS
329,Bihar,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,8449739,0,0,0,6527860,DL,BR
330,Chandigarh,Delhi,0,0,0,0,0,0,0,0,31895775,0,3299822533,27116035,4513316072,59488615,518845881,1910632,1204740851,25549611,DL,CN
331,Chattisgarh,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,CH
332,Dadra & Nagar Haveli,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,DN
333,Daman & Diu,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,DD
334,Delhi,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,DL
335,Goa,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,GA
336,Gujarat,Delhi,0,0,0,260306813,0,515118870,0,776034771,0,863966368,33509850,958458231,394692750,550762268,0,0,0,211414520,DL,GJ
337,Haryana,Delhi,697955947,0,0,393147,0,0,0,349045,0,371834580,0,495410299,0,8799129,0,0,0,236122,DL,HR
338,Himachal Pradesh,Delhi,0,0,0,1754042,0,19416853,0,50067554,0,46690063,0,9727189,128815250,8738587,0,0,0,0,DL,HP
339,Jammu & Kashmir,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,JK
340,Jharkhand,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,JH
341,Karnataka,Delhi,0,162414471,0,155624842,0,236675918,0,1028048456,0,1912250892,0,1488505759,0,1456769108,0,0,0,745751117,DL,KA
342,Kerala,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,KL
343,Lakshadeep,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,LD
344,Madhya Pradesh,Delhi,0,0,0,7335053,0,0,0,0,0,0,0,90051557,0,0,0,0,0,0,DL,MP
345,Maharashtra,Delhi,0,192055919,41112450,82241900,0,175533724,0,574353129,0,528604177,0,824103610,0,1600397104,0,0,0,1036332197,DL,MH
346,Manipur,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,MN
347,Meghalaya,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,ML
348,Mizoram,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,MZ
349,Nagaland,Delhi,1074567480,30522461,1094647862,48164220,953164372,45931034,548954808,59422269,611336243,31805325,189547456,5415363,177438445,4358830,3622400,0,208972624,4055615,DL,NL
350,Odisha,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,OD
351,Puducherry,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,PD
352,Punjab,Delhi,0,250273274,0,20920712,12145867,59774499,0,217594743,0,489859626,0,617799531,0,387610697,0,55605,0,25267274,DL,PN
353,Rajasthan,Delhi,0,0,0,1784284,0,0,0,0,0,0,0,0,0,1027635,0,0,0,839545,DL,RJ
354,Sikkim,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,SK
355,Tamil Nadu,Delhi,0,162439585,0,258451304,0,352353470,0,903926482,0,1533209581,35695275,1363253250,0,953248317,0,586905,0,370560797,DL,TN
356,Telangana,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,TE
357,Tripura,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,DL,TR
358,Uttar Pradesh,Delhi,449782205,0,0,2707730,0,1592664,0,0,0,567470414,0,923494178,0,18452820,0,0,0,18919980,DL,UP
359,Uttarakhand,Delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,1736215,0,0,0,0,DL,UR
360,West Bengal,Delhi,0,44202175,146089275,17129001,89541300,192028805,386679437,152751548,0,86352548,0,18034254,481800,42456906,0,0,0,47601618,DL,WB
361,Andaman & Nicobar Islands,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GA,AN
362,Andhra Pradesh,Goa,0,1337521413,0,908306570,0,2825103326,0,2523311616,0,1891261898,0,1391265319,0,2045816393,0,1891208890,0,2154361484,GA,AP
363,Arunachal Pradesh,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GA,AR
364,Assam,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GA,AS
365,Bihar,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GA,BR
366,Chandigarh,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GA,CN
367,Chattisgarh,Goa,0,0,0,0,0,0,0,53747382,0,0,0,0,0,0,0,0,0,0,GA,CH
368,Dadra & Nagar Haveli,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GA,DN
369,Daman & Diu,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GA,DD
370,Delhi,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169948142,GA,DL
371,Goa,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GA,GA
372,Gujarat,Goa,0,0,0,9959044456,0,0,0,0,0,0,0,0,0,0,0,71939398,0,163212951,GA,GJ
373,Haryana,Goa,0,0,0,0,0,63907331,0,0,0,0,0,0,0,0,0,0,0,0,GA,HR
374,Himachal Pradesh,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GA,HP
375,Jammu & Kashmir,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GA,JK
376,Jharkhand,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GA,JH
377,Karnataka,Goa,0,96031457811,0,69822504180,0,99551457477,0,86524299739,0,68604202840,0,29954863644,0,34336356106,0,31632579927,0,32137988482,GA,KA
378,Kerala,Goa,0,0,0,0,0,53926850,0,52329868,0,49660041,0,45229745,0,118260665,56681100,36303025,0,36507664,GA,KL
379,Lakshadeep,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GA,LD
380,Madhya Pradesh,Goa,0,0,0,0,0,163551649,0,0,0,0,0,0,0,0,0,0,0,0,GA,MP
381,Maharashtra,Goa,0,8980558261,0,8134116788,36808200,9978808493,0,9489877963,0,6670793606,68688000,3524282761,0,4521783238,27476050,3962050637,0,6881065817,GA,MH
382,Manipur,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GA,MN
383,Meghalaya,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GA,ML
384,Mizoram,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GA,MZ
385,Nagaland,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48405062,GA,NL
386,Odisha,Goa,0,62611433,0,0,0,539598277,0,546340990,0,0,0,0,0,153013627,0,16399968,0,0,GA,OD
387,Puducherry,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GA,PD
388,Punjab,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24242944,0,89617823,GA,PN
389,Rajasthan,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GA,RJ
390,Sikkim,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GA,SK
391,Tamil Nadu,Goa,0,346655582,0,68486599,0,0,0,332302703,0,588749581,0,517025775,0,743476136,0,903747057,0,1601783995,GA,TN
392,Telangana,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GA,TE
393,Tripura,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GA,TR
394,Uttar Pradesh,Goa,0,0,0,0,0,108871573,0,0,0,0,0,0,0,0,0,0,0,280314621,GA,UP
395,Uttarakhand,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GA,UR
396,West Bengal,Goa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GA,WB
397,Andaman & Nicobar Islands,Gujarat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GJ,AN
398,Andhra Pradesh,Gujarat,242100165,8913252633,0,10781307231,0,11545968733,1891795328,9014852043,1455808481,11660913431,46212966,5249137513,0,388243920,0,356590200,0,504715860,GJ,AP
399,Arunachal Pradesh,Gujarat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GJ,AR
400,Assam,Gujarat,575000075,752655800,1591367465,316264485,2227558761,3305820960,1134452947,954220996,444172116,689859351,421334970,479196001,3075620,7319620041,0,6357216900,0,6740261100,GJ,AS
401,Bihar,Gujarat,166478344,40697752982,620619749,5163205425,134746726,6846148474,147379854,2359116317,245579777,1761595412,0,3016977299,0,270293760,0,612014580,0,998666820,GJ,BR
402,Chandigarh,Gujarat,0,674326505,0,936581314,0,1008658293,0,2014170268,0,419562965,0,242064975,0,0,0,0,0,0,GJ,CN
403,Chattisgarh,Gujarat,0,4936835726,0,4864641804,0,12008766816,0,26865890908,0,18003317157,0,12798549823,0,0,0,0,0,0,GJ,CH
404,Dadra & Nagar Haveli,Gujarat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GJ,DN
405,Daman & Diu,Gujarat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GJ,DD
406,Delhi,Gujarat,7869068679,107929607,2665557917,331668918,2382675513,0,673790799,189293622,1591757030,24685111,581921477,12584700,0,4089131640,0,2880801360,0,3556339020,GJ,DL
407,Goa,Gujarat,0,0,0,75753036,0,0,0,0,0,222415773,0,0,0,875705782,0,1489838880,0,3744182870,GJ,GA
